Label,Time,x1,x2
Big Island Hawaii,1,-1.6830827221133629,0.5875521352806717
Cahokia,1,-4.778405117098913,-2.9684388255010234
Cahokia,2,-4.778405117098913,-2.7078659496830038
Cahokia,3,-4.778405117098913,-2.447293073864983
Cahokia,4,-2.3327738865106977,-2.359571493494756
Cahokia,5,-2.3327738865106977,-2.359571493494756
Cahokia,6,-3.024412150999087,-2.5267367588819045
Cahokia,7,-3.024412150999087,-2.5267367588819045
Cambodian Basin,1,-1.6894954929108643,0.0526447174860769
Cambodian Basin,6,0.7632554875849861,0.5267296964128866
Cambodian Basin,7,0.7632554875849861,0.5267296964128866
Cambodian Basin,8,0.7754689877491762,0.4125108141204751
Cambodian Basin,9,0.7754689877491762,0.4125108141204751
Cambodian Basin,13,-0.0055543897377004,0.2650517617491574
Crete,1,-2.187312970709,-1.3061088498915143
Crete,2,-2.187312970709,-1.3061088498915143
Crete,10,-3.32330400744196,-0.0250442680303864
Crete,11,-3.32330400744196,-0.0250442680303864
Crete,12,-2.8058054759859923,0.1059232879671603
Crete,13,-2.8058054759859923,0.1059232879671603
Crete,14,-2.8058054759859923,0.1059232879671603
Crete,24,-1.760879662367199,0.0550021763569211
Crete,26,0.5702596099805622,0.85771692187944
Crete,27,0.5757320331985544,0.85771692187944
Cuzco,1,-0.7240500979724166,-1.4885440193284507
Cuzco,2,-0.7240500979724166,-1.4885440193284507
Cuzco,3,-0.7240500979724166,-1.4885440193284507
Cuzco,8,0.4310704152381481,-1.0023181272167925
Cuzco,9,0.4310704152381481,-1.0023181272167925
Cuzco,10,1.366698325444605,0.85771692187944
Cuzco,11,1.366698325444605,0.85771692187944
Deccan,1,0.5225448146209977,0.1805368612293861
Deccan,2,0.7227405742544913,0.1805368612293861
Deccan,3,0.7227405742544913,0.1805368612293861
Deccan,4,1.1283386289426662,1.0097730190489045
Deccan,5,1.514188697987178,1.0097730190489045
Finger Lakes,1,-2.9187965712739614,-2.593602865036764
Finger Lakes,2,-2.9187965712739614,-2.593602865036764
Finger Lakes,3,-2.2951683449162585,-2.487517215848765
Galilee,1,-2.296147619843876,-0.9137113516569124
Galilee,2,-2.296147619843876,-0.9137113516569124
Galilee,3,-2.296147619843876,-0.9137113516569124
Galilee,4,-2.296147619843876,-0.9137113516569124
Galilee,5,-2.296147619843876,-0.9137113516569124
Galilee,6,-2.08858068149298,-0.8217704556939807
Galilee,7,-2.08858068149298,-0.8217704556939807
Galilee,8,-2.08858068149298,-0.8217704556939807
Galilee,9,-2.08858068149298,-0.8217704556939807
Galilee,11,-1.9382289331539693,-0.7778880427124054
Galilee,12,-1.6618058887524918,-0.7778880427124054
Galilee,13,-1.5207275139917844,-0.7778880427124054
Ghanaian Coast,1,-0.5515203342786432,-1.0578362836251782
Iceland,1,-2.9987942355257045,-2.375773665370741
Iceland,2,-2.820607394283817,-1.9203126115236029
Iceland,3,-2.762054578420809,-1.3686672357460126
Iceland,4,-2.648154258161865,-0.9231075091564208
Kachi Plain,1,1.720253081895435,0.6292791572946181
Kachi Plain,2,1.720253081895435,0.6292791572946181
Kachi Plain,3,1.720253081895435,0.7334359764973795
Kansai,1,0.2972679133614226,0.569260397587347
Kansai,2,0.3426850057779419,0.569260397587347
Kansai,3,0.2936783962981749,0.569260397587347
Kansai,4,0.3378059401243742,0.569260397587347
Kansai,5,0.2818330445004395,0.3753808369046754
Kansai,6,0.3086813836533726,0.3753808369046754
Kansai,7,0.4597715999091431,0.3753808369046754
Kansai,9,0.7750274155413355,0.4920750510114733
Kansai,10,1.0168181331949824,1.0557434670303696
Kansai,11,1.2690254087224182,1.0557434670303696
Konya Plain,1,-1.0372661793994562,0.0629586000460215
Konya Plain,2,-0.8366364089059217,0.0629586000460215
Konya Plain,3,-0.5696122707674234,-0.0829091675874758
Konya Plain,4,-0.5696122707674234,-0.0829091675874758
Konya Plain,5,-0.5395747491365318,-0.0829091675874758
Konya Plain,20,1.7646303556817646,0.7424371830951491
Konya Plain,21,0.9860786098711856,0.8343780790580804
Konya Plain,22,1.206609357602661,0.8343780790580804
Konya Plain,23,0.8977182440802299,0.8343780790580804
Konya Plain,24,0.3251540773910164,0.7304141428538428
Konya Plain,25,0.5771899733054524,0.7304141428538428
Konya Plain,26,0.3933916785091237,0.7516312726914418
Konya Plain,27,0.8484769755423822,0.7516312726914418
Konya Plain,28,-0.3743954023897056,0.7452661337401619
Konya Plain,29,-0.3743954023897056,0.7452661337401619
Konya Plain,30,-0.868090513209656,0.4485799348443942
Konya Plain,31,-0.0786482345016621,0.4701506835126211
Konya Plain,32,0.9989034266436884,0.9072235581671728
Konya Plain,33,1.6033184870643835,0.9496578178423718
Konya Plain,34,1.5858030551010194,0.88529919066832
Konya Plain,35,1.5074328382954902,0.958993354970916
Latium,1,-2.626920072158399,-1.354522482520946
Latium,2,-2.2599832634480443,-1.2590453982517478
Latium,3,-2.0448199543705523,-0.2399159283857131
Latium,4,-1.962294395472853,-0.2399159283857131
Latium,5,-0.9530561007747,-0.2399159283857131
Latium,6,0.385328193060585,-0.0093564508171306
Latium,7,1.35446108584321,-0.0864453558937428
Latium,8,1.820818006287876,0.539459974315446
Latium,9,1.9171956139051212,0.539459974315446
Latium,10,1.8867654575173456,0.539459974315446
Latium,13,0.44206286398287,0.6151344040695518
Latium,14,-0.8650018608828726,0.3315321019069694
Latium,15,-0.4378333571405404,0.3315321019069694
Latium,16,-0.5887281383700709,0.2712240177019141
Latium,17,-0.7994378602535333,0.2712240177019141
Latium,18,-1.1204066243493185,0.3923545407747546
Latium,19,-1.30405657980014,0.3923545407747546
Latium,20,-0.8668335692462916,0.4842954367376874
Latium,21,-0.8668335692462916,0.4842954367376874
Latium,22,-1.0036726424918263,0.5090487548815535
Latium,23,-0.6191849479092059,0.5090487548815535
Latium,24,-0.4019246571076409,0.7480950843851757
Latium,25,-0.3248629625799204,0.6752496052760834
Latium,26,-0.2498271055029553,0.6752496052760834
Lowland Andes,1,-5.414139380298884,-2.777484656962628
Lowland Andes,2,-5.414139380298884,-2.777484656962628
Lowland Andes,3,-5.414139380298884,-2.777484656962628
Middle Ganga,1,1.5607818711999428,0.4008413927097952
Middle Ganga,2,1.560781871199943,0.4008413927097952
Middle Yellow River Valley,1,0.5133887232738122,0.0426255172849886
Middle Yellow River Valley,2,0.5133887232738122,0.0426255172849886
Middle Yellow River Valley,3,0.6289881603136067,0.0426255172849886
Middle Yellow River Valley,4,0.6289881603136067,0.0426255172849886
Middle Yellow River Valley,13,1.612901839435007,0.6512035247934704
Middle Yellow River Valley,14,1.066075020742013,0.5451178756054732
Middle Yellow River Valley,15,1.4434419293105505,0.6695917039860575
Middle Yellow River Valley,16,1.154299242138955,0.3545173258977032
Middle Yellow River Valley,17,1.4009546698722282,0.3545173258977032
Middle Yellow River Valley,18,1.527864006542367,0.5830515319817869
Middle Yellow River Valley,19,1.7826572807141543,0.8478155946218935
Middle Yellow River Valley,20,1.74654675915893,0.956730194454905
Middle Yellow River Valley,21,1.6752276379462856,0.956730194454905
Middle Yellow River Valley,22,1.6350871776336573,1.1406119863807689
Middle Yellow River Valley,23,1.7856966572089388,1.1406119863807689
Middle Yellow River Valley,25,2.0973243561869674,1.046099317104188
Middle Yellow River Valley,26,1.2938833803904812,0.7268779545475758
Middle Yellow River Valley,27,1.7118313221904675,0.7268779545475758
Middle Yellow River Valley,28,1.820819217302348,0.8329636037355739
Middle Yellow River Valley,29,2.1223519651162697,1.03452633719277
Middle Yellow River Valley,30,2.3281222385243074,0.974411135986238
Niger Inland Delta,1,-2.8267815206300866,-2.1595610089304405
Niger Inland Delta,2,-2.8267815206300866,-2.1595610089304405
Niger Inland Delta,3,-2.8267815206300866,-2.1595610089304405
Niger Inland Delta,4,-1.7154320167968289,-1.6463590517395486
Niger Inland Delta,5,-1.7154320167968289,-1.6463590517395486
Niger Inland Delta,6,-0.6040825129635705,-1.1331570945486569
Niger Inland Delta,7,-0.6040825129635705,-1.1331570945486569
Niger Inland Delta,8,-0.5826381635817431,-0.1628270233091009
Niger Inland Delta,9,-0.5826381635817431,-0.1628270233091009
Niger Inland Delta,10,-0.0705816276408136,0.131282809820672
Niger Inland Delta,11,-0.0705816276408136,0.131282809820672
North Colombia,1,-4.833680549735129,-1.287334904701881
North Colombia,2,-4.074923219539123,-1.287334904701881
North Colombia,3,-4.074923219539123,-1.287334904701881
North Colombia,4,-3.572069496776338,-1.183606714384727
North Colombia,5,-3.572069496776338,-1.183606714384727
Orkhon Valley,1,-2.4246044734761365,-2.4981257807675656
Orkhon Valley,2,-2.4246044734761365,-2.4981257807675656
Orkhon Valley,3,-2.4246044734761365,-2.487517215848765
Paris Basin,1,-3.958585615462179,-0.9422029260102606
Paris Basin,2,-2.859139913046905,-0.9422029260102606
Paris Basin,3,-1.974543995022832,-0.8431896534347956
Paris Basin,9,-0.5215225247763722,0.0274199075680421
Paris Basin,10,-0.6202956726236104,0.1002653866771336
Paris Basin,11,-0.6040480836740718,0.1738181034474793
Paris Basin,13,-0.3359135350030967,-0.2713880043114856
Paris Basin,14,-1.2108170044284865,-0.6989131705391181
Paris Basin,15,-1.2108170044284865,-0.6989131705391181
Paris Basin,16,-0.5163918076925343,0.3431693761512286
Paris Basin,17,0.6387561789717888,0.2476922918820307
Paris Basin,18,0.6475047465946944,0.539459974315446
Paris Basin,19,0.7673639986355634,0.562697783185198
Paris Basin,20,0.9052149208462148,0.7049535870487229
Paris Basin,21,1.33343069876112,0.8496801302742887
Paris Basin,22,1.4018083948558648,0.8496801302742887
Sogdiana,1,-0.1724109807326123,0.3698113403223061
Sogdiana,4,0.8636496614852393,0.2659947452974952
Sogdiana,5,0.7687683166112383,0.2659947452974952
Sogdiana,6,0.7687683166112383,0.2659947452974952
Sogdiana,10,-1.82214572775946,0.3881111148072358
Sogdiana,12,0.4073944148220605,0.6490818118097103
Sogdiana,13,0.5882308662632438,0.381392357025329
Sogdiana,14,0.5882308662632438,0.381392357025329
Sogdiana,15,0.6143924969908597,0.381392357025329
Sogdiana,17,1.3078795084237256,0.5974534625382183
Sogdiana,18,1.3078795084237256,0.5974534625382183
Southern Mesopotamia,1,0.9252420848386432,0.3756165827917599
Southern Mesopotamia,2,0.7394583915341184,0.3756165827917599
Southern Mesopotamia,3,0.7394583915341184,0.3756165827917599
Southern Mesopotamia,5,0.9090702006678696,0.250907008524091
Southern Mesopotamia,6,0.160849975996161,0.250907008524091
Southern Mesopotamia,11,1.4901380216582627,0.6106338007706665
Southern Mesopotamia,12,1.7190783164812922,0.3980124420647823
Southern Mesopotamia,13,1.1697319985095764,0.3980124420647823
Susiana,1,1.2242186911284905,0.946057335203264
Susiana,2,1.202952314111165,0.946057335203264
Susiana,4,-0.391475803260631,0.380567246420533
Susiana,5,0.8639562644360722,0.380567246420533
Susiana,6,0.8639562644360722,0.380567246420533
Susiana,9,0.5839490023693422,-0.2107263012758035
Susiana,10,0.8822732382427093,-0.2107263012758035
Susiana,11,1.1545137675272028,0.2692951877166772
Susiana,12,1.2478473892097115,0.3753808369046754
Susiana,16,0.4379663607943104,0.2676449665070862
Susiana,17,1.4378151794571663,0.632108107939631
Susiana,19,0.7812213886172498,0.5005619029465129
Susiana,22,0.9074211024873592,0.5288514093966457
Susiana,23,0.9074211024873592,0.5288514093966457
Upper Egypt,1,-4.947995914886263,-2.1503577344294555
Upper Egypt,2,-3.019334371540402,-2.1503577344294555
Upper Egypt,3,-2.395629043378175,-2.1503577344294555
Upper Egypt,4,-2.3363400640390264,-1.944358692006216
Upper Egypt,5,-2.062166026737766,-1.8382730428182177
Upper Egypt,6,-2.062166026737766,-1.8382730428182177
Upper Egypt,8,-1.0149441567927948,-1.0001321199001914
Upper Egypt,9,-1.0149441567927948,-1.0001321199001914
Upper Egypt,10,-0.9789803944168388,-0.9488573894593256
Upper Egypt,11,-0.751650603740715,-0.8975826590184601
Upper Egypt,12,-0.7289430358568686,-0.8975826590184601
Upper Egypt,13,-0.3901033751942913,-0.2420376413694728
Upper Egypt,14,-0.3901033751942913,-0.2420376413694728
Upper Egypt,15,-0.3901033751942913,-0.2420376413694728
Upper Egypt,16,-0.4418326110352729,-0.2155162290724739
Upper Egypt,17,-0.4418326110352729,-0.2155162290724739
Upper Egypt,19,-0.4198964579123292,-0.1677776869378749
Upper Egypt,20,-0.3124951240086385,-0.1677776869378749
Upper Egypt,21,-0.295776293754137,-0.1677776869378749
Upper Egypt,22,-0.295776293754137,-0.1677776869378749
Upper Egypt,24,0.136417597009037,0.0306024770436819
Upper Egypt,25,0.1998288151962393,0.0306024770436819
Upper Egypt,26,0.2203591740091897,0.0306024770436819
Upper Egypt,27,0.4880424956194646,0.2625764299347709
Upper Egypt,28,0.4345799771640093,0.2625764299347709
Upper Egypt,32,0.064007564311467,-0.0826734217003912
Upper Egypt,33,-0.1824899336782475,0.2742458513454507
Upper Egypt,35,0.0727862988802744,0.406499293999822
Upper Egypt,36,0.5982784280765012,0.8973222309096263
Upper Egypt,37,0.6303289530671039,0.8018451466404278
Upper Egypt,38,0.6213065139212101,0.8018451466404278
Upper Egypt,48,0.544024538116625,0.4040239621854354
Upper Egypt,49,0.7144304062731416,0.8117464738979738
Upper Egypt,50,0.3115670229706108,0.8117464738979738
Upper Egypt,51,0.8104286311880476,0.7066252397025944
Upper Egypt,52,0.9198442094115664,0.8237695141392806
Upper Egypt,53,0.7306698964269486,0.7268779545475758
Upper Egypt,54,0.739958480901593,0.6858581701948836
Valley of Oaxaca,1,-4.1846201773422855,-2.7319964164774704
Valley of Oaxaca,2,-4.1846201773422855,-2.7319964164774704
Valley of Oaxaca,3,-3.69885486005329,-2.7309516335688
Valley of Oaxaca,4,-2.9327077880557586,-2.7299068506601305
Valley of Oaxaca,5,-2.4986934563737666,-2.453119747778717
Valley of Oaxaca,6,-2.0646791246917746,-2.1763326448973044
Valley of Oaxaca,7,-1.9746949646394385,-2.123820248549245
Valley of Oaxaca,8,-1.8847108045871024,-2.0713078522011865
Valley of Oaxaca,9,-1.8847108045871024,-2.0713078522011865
Valley of Oaxaca,10,-1.7796929218526,-2.15498290799822
Valley of Oaxaca,11,-1.6746750391180976,-2.2386579637952533
Valley of Oaxaca,12,-1.6746750391180976,-2.2386579637952533
Valley of Oaxaca,13,-1.6746750391180976,-2.2386579637952533
Yemeni Coastal Plain,1,-0.2533453436235827,-0.1530898762229171
Yemeni Coastal Plain,2,-0.2533453436235827,-0.1530898762229171
Yemeni Coastal Plain,3,-0.2533453436235827,-0.1530898762229171
Yemeni Coastal Plain,4,-0.2533453436235827,-0.0363956621161191
Yemeni Coastal Plain,5,-0.5364053432010558,0.05810265574688
Yemeni Coastal Plain,6,-0.819465342778529,-0.2759850491096328
Yemeni Coastal Plain,7,-0.819465342778529,-0.2759850491096328
