NGA,PolID,Time,PolPop,PolTerr,CapPop,levels,government,infrastr,writing,texts,money,SPC1,MG_corr,PC1,PC2
Niger Inland Delta,MlJeJe1,-200,2.470339004,0.732024259,2.053111546,1.0,0.090909091,0.166666667,0.166666667,0.0125,0.9,0.098110084,0,-5.457165567671924,-0.9122402477976244
Niger Inland Delta,MlJeJe2,100,3.377552007,2.968440728,3.162425793,1.548512019,0.081818182,0.158333333,0.166666667,0.0125,0.9,0.201993575,0,-4.384067451145685,0.37773984798562615
Niger Inland Delta,MlJeJe3,400,4.146228763,3.041392685,3.868166742,2.322311347,0.081818182,0.6,0.166666667,0.0125,0.9,0.302211858,0,-3.372965888860793,0.5931168040829408
Niger Inland Delta,MlJeJe4,900,4.427690558,3.041392685,4.281617818,1.791366077,0.081818182,0.6,0.166666667,0.0,3.6,0.378760295,0,-2.800142007088385,0.4293340063437841
Niger Inland Delta,MrWagdM,1000,6.070539143,5.56801973,4.266649531,3.814868506,0.618181818,0.645454545,0.166666667,0.0,5.0,0.552919092,0,-0.719738394612437,1.1540527242933103
Niger Inland Delta,MrWagdL,1100,6.027733593,5.566364276,4.231998538,3.943590574,0.809090909,0.72,0.816666667,0.96,4.5,0.707377982,1,0.9033023770304887,-0.652057172474811
Niger Inland Delta,MlMali*,1300,6.663581221,6.254681692,4.159032125,4.247154682,0.6,0.7,0.8,0.983333333,4.5,0.718474537,1,0.9828261122864328,-0.10165161786786912
Niger Inland Delta,MlMali*,1400,6.663581221,6.254681692,4.159032125,4.247154682,0.59,0.7,0.8,0.983333333,4.5,0.720930119,1,0.9726008584611707,-0.0929449601259572
Niger Inland Delta,MlSong2,1500,6.631866762,5.813228741,4.77815125,4.828849002,0.709090909,0.866666667,0.8,0.975,4.5,0.767729211,1,1.4572300140744077,-0.14852265711437207
Niger Inland Delta,MaSaadi,1600,6.402161624,5.677606953,4.84509804,5.0,0.966666667,0.95,0.98,0.9625,4.5,0.816770181,1,1.9511374350743618,-0.6895056192090865
Niger Inland Delta,MlBaman,1800,6.549716725,5.644381391,4.477121255,4.666666667,0.933333333,0.92,0.9,0.9,2.7,0.751562933,1,1.2848283748832392,-0.4442485345477124
North Colombia,CoNahua,300,4.789527831,1.285551346,2.823244088,1.588232029,0.574329422,0.5,0.2,0.0,0.6,0.231326269,0,-3.6754696094606,-0.5854873410257028
North Colombia,CoNahua,600,3.41695353,2.975455429,2.823244088,1.588232029,0.349103758,0.6125,0.2,0.0,0.6,0.253794559,0,-3.7313496959060064,-0.2771807424117572
North Colombia,CoNahua,700,3.24206959,3.8630133,2.823244088,1.952350466,0.483850331,0.6125,0.2,0.0,0.6,0.270160466,0,-3.3844061367184293,-0.12195187134145075
North Colombia,CoNahua,800,3.613138128,1.537176164,2.823244088,1.952350466,0.22680826,0.644444444,0.2,0.0,0.6,0.253477682,0,-4.015014297905352,-0.5054778697654613
North Colombia,CoNahua,900,3.236539914,2.097775774,2.823244088,1.952350466,0.37173947,0.644444444,0.2,0.0,0.6,0.251385344,0,-3.832512188215135,-0.5510359391661804
North Colombia,CoNahua,1000,3.236539914,1.77149471,2.095360575,1.952350466,0.323294374,0.644444444,0.2,0.0,0.6,0.240669312,0,-4.168767519494906,-0.8405911633881259
North Colombia,CoTairo,1100,3.236539914,2.176091259,2.095360575,3.569766893,0.9,0.877777778,0.18,0.0,3.0,0.376240253,0,-2.5465707553214645,-1.3737787765141405
North Colombia,CoTairo,1200,3.236539914,2.176091259,2.994846071,3.569766893,0.9,0.877777778,0.18,0.0,3.0,0.409732364,0,-2.2761180776932677,-1.0786165283750326
North Colombia,CoTairo,1400,3.878958652,2.176091259,3.633217223,3.569766893,0.9,0.877777778,0.18,0.0,3.0,0.432031296,0,-1.9437983752684613,-0.7344473599772718
Orkhon Valley,MnXngnE,-1400,4.552769256,5.59189343,4.007284856,2.587429106,0.1,0.075,0.2,0.1,1.0,0.315541355,0,-3.0977179200395377,1.7268015975335707
Orkhon Valley,MnXngnE,-400,4.917834252,6.027726403,2.43092054,2.587429106,0.1,0.075,0.2,0.1,1.0,0.32778218,0,-3.401270943766742,1.4101337833477114
Orkhon Valley,MnXngnM,-200,6.176091259,6.602059991,3.704210122,4.159387969,0.34,0.075,0.58,0.1,1.0,0.459247869,0,-1.7306258327296475,1.80698586787933
Orkhon Valley,MnXngnL,0,6.09262654,6.568381854,3.638368198,3.901295964,0.318181818,0.075,0.38,0.1,1.0,0.450334253,0,-2.040883047153715,1.9916585792042025
Orkhon Valley,MnXianb,100,6.029532107,7.176091259,4.831087771,4.288988118,0.1,0.07,0.233333333,0.1,1.0,0.430391714,0,-1.8768734671604375,2.983193107670305
Orkhon Valley,MnRourn,300,5.579532352,6.602059991,3.9286318,3.326129762,0.281818182,0.175,0.233333333,0.1,1.0,0.430236291,0,-2.2313528636994904,2.045775632215964
Orkhon Valley,MnRourn,500,5.579532352,6.602059991,3.705819063,3.326129762,0.281818182,0.2875,0.766666667,0.4875,1.0,0.520649178,1,-1.3274917472523622,0.8855040709047143
Orkhon Valley,MnETurk,600,5.685962239,6.658149571,4.059387574,3.286512114,0.327272727,0.328571429,0.8,0.9,4.0,0.60090941,1,-0.18608018250200153,0.25499399719893856
Orkhon Valley,MnTurk2,700,5.627382854,6.520500423,4.550521787,3.045309787,0.34,0.4,0.8,0.666666667,4.0,0.596966926,1,-0.2224187762747028,0.4618917627262071
Orkhon Valley,MnUigur,800,5.630142018,6.345940674,4.087466508,4.06855469,0.25,0.6,0.8,0.9,3.6,0.644542214,1,0.025058203607443704,0.19919765037801232
Orkhon Valley,MnKhitn,1000,6.579783597,6.284020244,4.346951796,4.71602263,0.8625,0.563636364,0.95,0.9625,5.0,0.782908611,1,1.44962737674248,-0.33295174465950683
Orkhon Valley,MnMongE,1200,4.919594888,4.887755014,2.698970004,2.666666667,0.41,0.0,0.2,0.0,1.0,0.302733454,1,-3.3909523709075757,1.054923712761293
Orkhon Valley,MnMngKh,1300,7.660856669,7.401776181,5.907581474,5.0,0.875,0.988888889,1.0,1.0,5.0,0.909591409,1,2.99421533979229,0.3554377376880609
Orkhon Valley,MnMongL,1400,6.642041244,6.44236318,4.522197643,3.163248075,0.7,0.633333333,0.78,0.92,3.6,0.698624834,1,0.7340223604735976,0.03356918771036621
Orkhon Valley,MnMongL,1600,4.750195399,6.44236318,3.795117518,3.163248075,0.76,0.633333333,0.78,0.92,3.6,0.645079013,1,0.16336419879133712,-0.6539061104898194
Orkhon Valley,MnZungh,1700,5.886940158,5.268469774,4.115164195,3.937451771,0.51,0.77,0.975,0.98,5.0,0.718817194,1,0.7872286251802596,-0.8527139590567698
Orkhon Valley,CnQingL,1800,8.469822016,7.053078443,5.949825059,8.0,1.0,0.925,0.833333333,1.0,6.0,0.992244568,1,3.702110858108062,0.9487022815177205
Orkhon Valley,CnQingL,1900,8.537934496,7.053078443,6.043115387,8.0,1.0,0.925,0.833333333,1.0,6.0,0.996386254,1,3.745044451033942,0.9935956588395282
Oro PNG,PgOrokE,1800,4.633811958,4.605657181,2.899360284,2.0,0.0,0.083333333,0.333333333,0.0,2.0,0.229975098,0,-3.5816567880983277,0.8980565549230174
Paris Basin,FrBeakr,-3200,3.050055842,2.792899577,3.057676479,1.652366404,0.1,0.35,0.1,0.1,2.7,0.227194968,0,-3.946058379597854,-0.09329445636106853
Paris Basin,FrAtlBA,-2200,3.225393775,1.727732155,3.277761673,1.457000789,0.1,0.35,0.1,0.1,1.8,0.225324619,0,-4.259737276974188,-0.22235505803230315
Paris Basin,FrHallA,-1000,2.774451809,2.928856407,2.0,1.666666667,0.1,0.277777778,0.1,0.1,0.9,0.16921561,0,-4.698317733280268,-0.21412722742270837
Paris Basin,FrHallB,-900,3.560844419,3.216975169,2.431354906,2.666666667,0.09,0.35,0.233333333,0.1,1.0,0.255854608,0,-3.9454248389469995,0.10603301600511227
Paris Basin,FrHallB,-800,4.740566419,3.216975169,2.891336066,2.666666667,0.09,0.35,0.233333333,0.1,1.0,0.269243365,0,-3.5493341908834406,0.5043160755896482
Paris Basin,FrHallC,-700,3.678615021,3.422867411,3.651554709,2.934457867,0.1,0.43,0.233333333,0.1,1.0,0.297871482,0,-3.3662201482448895,0.5649667809379232
Paris Basin,FrHallD,-600,4.587761078,3.881264689,3.698970004,2.920093366,0.1,0.51,0.233333333,0.1,1.0,0.343799132,0,-2.9730667318345625,0.8417426949697207
Paris Basin,FrTeneA,-400,3.955519352,3.096910013,3.818552572,3.0,0.18,0.59,0.233333333,0.1,1.0,0.356129378,0,-3.055453011011548,0.41024256968103745
Paris Basin,FrTeneB,-300,4.862608751,3.096910013,1.698970004,3.666666667,0.327272727,0.609090909,0.925,0.1,5.0,0.451406059,0,-1.7978058648695219,-1.4380835081062693
Paris Basin,FrTeneB,-200,4.862608751,3.096910013,3.330488558,3.666666667,0.327272727,0.609090909,0.925,0.1,5.0,0.499566954,0,-1.307249248346398,-0.902707800081172
Paris Basin,FrTeneC,-100,4.883541279,4.176091259,3.941182552,3.687121686,0.388888889,0.654545455,0.925,0.1,5.0,0.554045252,1,-0.7784245473796586,-0.4739406257314473
Paris Basin,ItRomPr,0,7.698970004,6.653212514,6.032370081,8.174936886,0.645454545,0.991666667,0.833333333,1.0,5.0,0.926778876,1,3.0347094158675207,1.0942900105464186
Paris Basin,ItRomPr,100,7.721346318,6.763427994,6.059856612,8.174936886,0.645454545,0.991666667,0.833333333,1.0,5.0,0.931204977,1,3.0707870193002615,1.139376248281588
Paris Basin,ItRomPr,200,7.820478362,6.698970004,6.0,8.174936886,0.645454545,0.991666667,0.833333333,1.0,5.0,0.929826614,1,3.061044866842741,1.1221693814663987
Paris Basin,TrRomDm,300,7.764540313,6.632242167,5.903089987,7.177000769,0.827272727,0.991666667,0.833333333,0.9875,5.0,0.928458305,1,3.0093859174564948,0.7569160035081258
Paris Basin,FrMervE,500,6.104062106,5.342627514,4.330682803,4.0,0.672727273,0.96,0.8,0.928571429,5.0,0.735880625,1,1.0836458152016437,-0.7181468374534121
Paris Basin,FrMervM,600,5.926051025,5.361727836,4.415485548,4.202574307,0.7,0.881818182,0.816666667,0.971428571,5.0,0.734171557,1,1.1034481320447023,-0.7155689711861822
Paris Basin,FrMervL,700,5.979886739,5.397940009,4.382353895,4.251482547,0.636363636,0.881818182,0.816666667,0.957142857,5.0,0.72807639,1,1.0443875591831706,-0.629768137042149
Paris Basin,FrCarlE,800,7.176091259,6.342422681,4.327937636,4.130985855,0.727272727,0.681818182,0.816666667,0.9625,5.0,0.760762123,1,1.3440199968887923,-0.08620916100818611
Paris Basin,FrCarlL,900,6.601169971,5.903089987,4.0,3.718915311,0.554545455,0.790909091,0.816666667,0.957142857,5.0,0.71670394,1,0.8954865103122988,-0.42713284499761955
Paris Basin,FrCaptE,1000,5.87548088,5.829303773,4.397940009,4.333333333,0.390909091,0.736363636,0.816666667,0.971428571,4.5,0.689535812,1,0.6414828651132631,-0.15149942946277567
Paris Basin,FrCaptE,1100,5.87548088,4.205545307,4.397940009,4.423207365,0.390909091,0.736363636,0.816666667,0.971428571,4.5,0.657843746,1,0.31925415108889593,-0.5997785638071944
Paris Basin,FrCaptL,1200,7.146128036,5.51851394,5.176091259,5.002574357,0.890909091,0.9,0.816666667,0.975,5.0,0.824432857,1,1.9872834470520537,-0.2236346562598453
Paris Basin,FrCaptL,1300,7.230448921,5.544068044,5.301029996,5.002574357,0.809090909,0.9,0.816666667,0.975,5.0,0.82242418,1,1.9649284782705927,-0.0864468985488398
Paris Basin,FrValoE,1400,6.977723605,5.531478917,5.176091259,5.125571509,0.981818182,0.9,0.816666667,0.95,4.5,0.818518376,1,1.956245569645456,-0.24110064696967048
Paris Basin,FrValoL,1500,7.255272505,5.654950994,5.413453853,7.488752758,0.881818182,0.872727273,0.833333333,0.9625,5.0,0.876882368,1,2.5066663638049693,0.3190447459929407
Paris Basin,FrBurbE,1600,7.322219295,6.414973348,5.658011397,7.466035111,0.881818182,0.966666667,0.816666667,0.95,5.0,0.91003406,1,2.824760078409841,0.5902256020915183
Paris Basin,FrBurbL,1700,7.403120521,6.337938293,5.72427587,8.628620054,0.990909091,0.975,0.833333333,0.975,6.0,0.957293327,1,3.3855760029979245,0.5381058203369785
Sogdiana,TjSaraz,-3500,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.390909091,0.0,0.0,0.9,0.26234712,0,-3.738920847080487,0.9798744553716068
Sogdiana,KzAndro,-2000,3.95888968,3.707766444,2.397940009,1.403366207,0.1,0.3,0.0,0.0,0.9,0.216965914,0,-4.360470753380234,0.5413609103677345
Sogdiana,UzKok01,-1400,3.079941656,3.213730365,2.83935582,1.109409094,0.1,0.08,0.0,0.0,0.9,0.148653829,0,-4.813512502639861,0.47419366697280146
Sogdiana,UzKok01,-1000,4.978050073,4.664384768,4.090342107,1.109409094,0.1,0.08,0.0,0.0,0.9,0.248366221,0,-3.720889480909548,1.6956194692661986
Sogdiana,UzKhw01,-900,5.835983378,3.054139079,2.685788681,2.75833555,0.1,0.933333333,0.15,0.0,0.4,0.369239141,0,-3.0161288303471316,0.45951719042109973
Sogdiana,UzKhw01,-800,3.595326169,5.877108674,4.150680221,2.479213226,0.1,0.933333333,0.15,0.0,0.4,0.384023796,0,-2.5262637383224162,1.2307031901688446
Sogdiana,UzKok02,-700,4.049783827,3.36267725,4.150680221,1.71475398,0.4,0.333333333,0.0,0.0,1.0,0.315680285,0,-3.4704282500866426,0.7898598470170349
Sogdiana,IrAchae,-500,7.333008823,6.740362689,5.301029996,6.185276146,0.972727273,0.891666667,0.828571429,0.925,5.0,0.887021376,1,2.5689385052957077,0.3499448759409099
Sogdiana,IrAchae,-400,7.452026836,6.579783597,5.301029996,6.185276146,0.972727273,0.891666667,0.828571429,0.925,5.0,0.884931562,1,2.561547009930685,0.3291860827755962
Sogdiana,IrSeleu,-300,7.204119983,6.556302501,4.82525317,5.479804078,0.9875,0.9,0.828571429,0.9375,5.0,0.85419066,1,2.2723069827133267,-0.024601212358875548
Sogdiana,AfGrBct,-200,7.160388688,5.899076538,4.430356391,4.0,0.7625,0.8,0.814285714,0.9375,5.0,0.765870426,1,1.3987459258713533,-0.2941318927823372
Sogdiana,AfTochr,-100,7.131412166,4.041423741,5.188966847,2.850328263,0.5,0.644444444,0.94,0.9,5.0,0.684295704,1,0.691489267432572,-0.5462350090963738
Sogdiana,AfTochr,0,4.987384242,4.041423741,3.9658069,2.850328263,0.5,0.644444444,0.94,0.9,5.0,0.619264747,1,-0.14478448619184586,-1.3971296585855577
Sogdiana,AfKushn,100,7.003287767,6.313878326,5.176091259,4.476041328,0.777777778,0.809090909,0.833333333,1.0,5.0,0.810552424,1,1.8528659137452923,0.012741773022166726
Sogdiana,AfKushn,200,6.884435557,6.371437475,5.0,4.476041328,0.777777778,0.809090909,0.833333333,1.0,5.0,0.806141972,1,1.7859204587740176,-0.0535750885136036
Sogdiana,IrSasn1,300,6.698970004,6.424901758,5.0,6.684503355,0.545454545,0.9,0.771428571,0.925,5.0,0.806545958,1,1.8758498372885535,0.5446699088249463
Sogdiana,IrSasn1,400,6.698970004,6.499665679,5.397940009,6.684503355,0.545454545,0.9,0.771428571,0.925,5.0,0.819902671,1,2.0110504320425995,0.6965353441564656
Sogdiana,AfHepht,500,7.423245874,6.453379061,4.963703794,3.807663394,0.585714286,0.914285714,0.816666667,1.0,5.0,0.803125862,1,1.6965210151668024,0.07961262751068478
Sogdiana,KgWTurk,600,6.212583741,6.500521762,3.996347209,3.906740842,0.7,0.785714286,0.816666667,0.925,3.6,0.717370046,1,0.8292560178057915,-0.2576975661118478
Sogdiana,UzSogdi,700,4.627075752,3.969406857,4.212561652,2.88107394,0.772727273,0.79,0.833333333,0.975,5.0,0.657984735,1,0.23473553602897254,-1.6774711225300407
Sogdiana,IqAbbs1,800,7.489246297,6.919078092,5.84509804,6.0,0.645454545,0.908333333,0.857142857,1.0,5.0,0.8674214,1,2.545518052167251,0.7565241285353802
Sogdiana,UzSamnd,900,6.77815125,6.397940009,5.113943352,5.672510922,0.9,0.916666667,0.828571429,1.0,5.0,0.847891918,1,2.24647931761032,-0.022986125328773085
Sogdiana,KgKarKh,1000,6.397940009,6.301029996,5.301029996,5.0,0.881818182,0.791666667,0.828571429,0.975,5.0,0.813858966,1,1.9078703792414684,-0.046295307286434564
Sogdiana,KgKarKh,1100,5.462287075,5.53416978,3.63656251,5.0,0.881818182,0.791666667,0.828571429,0.975,5.0,0.768089962,1,1.0434553780449864,-1.0069566470143199
Sogdiana,KgKarKh,1200,6.37445344,6.126319594,5.171111275,5.0,0.881818182,0.791666667,0.828571429,0.975,5.0,0.813879614,1,1.827337181390015,-0.14358686328850506
Sogdiana,UzChagt,1300,6.254682107,6.544068044,4.435573614,4.264972637,0.527272727,0.76,0.816666667,0.9625,5.0,0.743461331,1,1.1209618996644732,-0.0480745641669951
Sogdiana,UzTimur,1400,7.69019608,6.740362689,5.176091259,6.115641599,0.827272727,0.881818182,0.828571429,0.9875,5.0,0.872745656,1,2.4893651135888724,0.45393254998513183
Sogdiana,UzTimur,1500,6.398612364,6.545823017,5.176091259,6.115641599,0.827272727,0.881818182,0.828571429,0.9875,5.0,0.841678405,1,2.1666738580202116,0.127757321072995
Sogdiana,UzJanid,1600,5.772736714,5.222305494,4.986987387,5.562024362,0.8625,0.857142857,0.8,0.9875,5.0,0.779340291,1,1.583059017386444,-0.5048062459286248
Sogdiana,UzJanid,1700,5.987150443,5.222305494,4.810470882,5.562024362,0.8625,0.857142857,0.8,0.9875,5.0,0.788146715,1,1.5768373618594496,-0.5177750713192654
Southern China Hills,CnHQngL,1800,5.301029996,4.007150105,4.071658978,2.5,0.857142857,0.6,0.0,0.125,4.0,0.476262826,0,-1.5466657400302795,0.31741133266853117
Susiana,IrPrCer,-7800,1.59704469,1.844231001,2.591618142,1.0,0.09,0.181818182,0.0,0.0,0.9,0.129736675,0,-5.414763484524521,-0.3895326248468076
Susiana,IrForma,-7200,4.064934357,2.713731167,2.43812847,1.0,0.090909091,0.181818182,0.0,0.0,0.9,0.139350082,0,-4.739869690128482,0.3242521420733353
Susiana,IrArcha,-7000,1.355693541,2.924777736,2.523682346,1.0,0.1,0.214285714,0.0,0.0,1.0,0.16218274,0,-5.19939847389677,-0.19754709212789523
Susiana,IrKhzE*,-6000,2.440826364,2.214147783,2.713309819,1.0,0.1,0.45,0.0,0.0,0.9,0.192816753,0,-4.813741573738345,-0.2693779058484018
Susiana,IrKhzEM,-5700,3.622118865,2.275593628,2.811750412,1.184657566,0.090909091,0.3125,0.0,0.0,0.6,0.189471307,0,-4.69517702475131,0.19562343854937883
Susiana,IrKhzM*,-5100,3.1113624,3.14745979,2.991896918,1.210446633,0.172727273,0.3,0.0,0.0,2.7,0.222346083,0,-4.116625180775893,0.11473765663151943
Susiana,IrKhzM*,-5000,3.506766378,2.62539326,2.991896918,1.543779966,0.172727273,0.3,0.0,0.0,2.7,0.236591074,0,-4.081340557767742,0.10079201370673525
Susiana,IrKhzL*,-4700,3.928979149,2.86809685,3.067984596,1.726396821,0.154545455,0.328571429,0.0,0.0,2.7,0.257749034,0,-3.8716280573094703,0.3069732968726452
Susiana,IrSusa1,-4300,4.027735079,2.96983565,3.050024434,1.969035122,0.245454545,0.328571429,0.15,0.0,2.7,0.282595192,0,-3.5506909386666736,0.11844034813041056
Susiana,IrSusa1,-3900,2.997660758,1.720774275,3.050024434,1.969035122,0.245454545,0.328571429,0.15,0.0,2.7,0.24254955,0,-4.035567116846654,-0.45309866892246475
Susiana,IrSusa2,-3800,2.997660758,1.430868568,2.815257652,2.750748805,0.571428571,0.68,0.98,0.95,2.7,0.458935806,0,-1.709352477576073,-2.887316231355862
Susiana,IrSusa2,-3700,4.008131588,3.510898514,2.815257652,2.916916268,0.571428571,0.68,0.98,0.95,2.7,0.512212835,0,-1.0272805130839167,-2.057526398343056
Susiana,IrSusa2,-3600,3.990294092,4.320087073,3.542955833,2.916916268,0.571428571,0.68,0.98,0.95,2.7,0.535130762,0,-0.6440757752820965,-1.5921223575033712
Susiana,IrSusa2,-3500,4.238199531,3.72708224,3.698970004,3.247689661,0.571428571,0.68,0.98,0.95,2.7,0.551342914,0,-0.6093078114595627,-1.6063890905245328
Susiana,IrSusa2,-3400,4.329926391,4.112798296,3.698970004,3.583582935,0.571428571,0.68,0.98,0.95,2.7,0.562228405,0,-0.451131221886304,-1.4251867397427085
Susiana,IrSusa2,-3300,4.363782491,4.096811828,3.698970004,3.583582935,0.571428571,0.68,0.98,0.95,2.7,0.561189636,0,-0.44705818892990895,-1.4226393113155749
Susiana,IrSusa2,-3200,3.838849091,3.597264419,3.569262714,3.583582935,0.571428571,0.68,0.98,0.95,2.7,0.52954672,0,-0.7046633800719395,-1.7174673900381927
Susiana,IrSusa3,-3100,3.838849091,2.712990921,3.569262714,3.452586699,0.571428571,0.725,0.98,0.9,2.7,0.53746034,0,-0.9031672481415799,-1.9797103813303456
Susiana,IrSusa3,-3000,5.268510916,4.563685937,4.044478882,2.978070246,0.571428571,0.725,0.98,0.9,2.7,0.58998018,0,-0.1447644190095658,-1.0708835370559242
Susiana,IrAwanE,-2600,5.798349965,5.376242008,3.965177763,3.035454997,0.5125,0.825,0.98,0.925,2.7,0.664406759,0,0.19559558843286848,-0.7874911493208334
Susiana,IqAkkad,-2200,6.20776289,4.939268839,4.540313004,5.035126361,0.71,0.966666667,0.833333333,0.985714286,3.0,0.740938642,1,1.027291659931884,-0.4973638418007058
Susiana,IqUrIII,-2100,5.304473403,3.844106937,4.106868443,4.950393894,1.0,1.0,1.0,1.0,3.0,0.735807194,1,0.9672319100888188,-1.654539821015967
Susiana,IrShima,-2000,6.218782914,3.524403333,4.824632736,4.107374703,0.9,0.925,0.842857143,0.9,3.0,0.699571472,1,0.748650401292345,-1.0236819726863804
Susiana,IrSukkE,-1900,4.88707737,5.21742184,4.189298585,4.366268556,0.92,0.957142857,0.98,0.9,3.0,0.721138586,1,0.8549959692204149,-1.2042697631206616
Susiana,IrSukkE,-1800,5.934107754,5.640592004,4.404323994,4.366268556,0.92,0.957142857,0.98,0.9,3.0,0.72562999,1,1.236454129771175,-0.7937237173763231
Susiana,IrSukkL,-1700,5.728528465,5.59879819,4.117069392,4.943877151,0.9,0.914285714,0.842857143,0.9,2.7,0.705878569,1,0.9384251577527729,-0.598649898038758
Susiana,IrSukkL,-1600,5.101972599,3.482923215,4.120255436,4.943877151,0.9,0.914285714,0.842857143,0.9,2.7,0.688909368,1,0.36239413116659264,-1.3312982494071286
Susiana,IrMElm1,-1500,6.195363746,5.399201741,4.038163456,5.290091159,0.92,0.916666667,0.842857143,1.0,1.0,0.684201899,1,0.8324484561105233,-0.4529342310775726
Susiana,IrMElm2,-1400,5.97609386,5.499738163,4.404211363,3.91500714,0.9,0.9,0.98,0.966666667,1.0,0.722958972,1,0.7484102354324139,-0.6806197302790346
Susiana,IrMElm2,-1300,5.668988755,5.499738163,3.728672665,3.91500714,0.9,0.9,0.98,0.966666667,1.0,0.69006511,1,0.4781859387167812,-0.9666829188176127
Susiana,IrMElm3,-1200,6.161493334,5.402630552,3.924925274,4.899558141,0.95,0.928571429,0.842857143,1.0,3.0,0.731038618,1,1.130156805782261,-0.8038466542555488
Susiana,IrNElm1,-900,5.341332739,4.063962329,4.484547519,4.009654321,0.9,0.6,0.76,0.541029624,2.7,0.6620337,1,-0.23683468794469228,-0.5059169596421654
Susiana,IrNElm2,-700,6.631010293,5.500476105,3.601999509,4.11593416,0.725,0.783333333,0.842857143,0.833429933,2.7,0.703242406,1,0.4408302915180478,-0.43201675370412573
Susiana,IrNElm3,-600,7.181864442,6.08671003,4.467867502,4.220339258,0.9,0.9,0.842857143,1.0,2.7,0.768427176,1,1.4049093611204486,-0.2265368461573419
Susiana,IrAchae,-500,7.333008823,6.740362689,5.301029996,6.185276146,0.972727273,0.891666667,0.828571429,0.925,5.0,0.887021376,1,2.5689385052957077,0.3499448759409099
Susiana,IrAchae,-400,7.452026836,6.579783597,5.301029996,6.185276146,0.972727273,0.891666667,0.828571429,0.925,5.0,0.884931562,1,2.561547009930685,0.3291860827755962
Susiana,IrSeleu,-300,7.204119983,6.556302501,4.82525317,5.479804078,0.9875,0.9,0.828571429,0.9375,5.0,0.85419066,1,2.2723069827133267,-0.024601212358875548
Susiana,IrSeleu,-200,4.802415616,5.447158031,4.82525317,5.479804078,0.9875,0.9,0.828571429,0.9375,5.0,0.778294628,1,1.5168114270154656,-0.8438878476192635
Susiana,IrPart1,-100,6.736396502,6.301029996,5.477121255,5.595866645,0.677777778,0.916666667,0.816666667,0.9875,5.0,0.81935254,1,2.063859113288859,0.26713632750791266
Susiana,IrPart1,0,6.875061263,6.477121255,5.602059991,5.595866645,0.677777778,0.916666667,0.816666667,0.9875,5.0,0.836338546,1,2.1683502147465084,0.3873352424017999
Susiana,IrElym2,100,5.830742127,4.60469802,4.507764847,4.0,0.9,0.925,1.0,0.925,5.0,0.759738768,1,1.313325425500669,-1.3514984106747774
Susiana,IrSasn1,300,6.698970004,6.424901758,5.0,6.684503355,0.545454545,0.9,0.771428571,0.925,5.0,0.806545958,1,1.8758498372885535,0.5446699088249463
Susiana,IrSasn1,400,6.698970004,6.499665679,5.397940009,6.684503355,0.545454545,0.9,0.771428571,0.925,5.0,0.819902671,1,2.0110504320425995,0.6965353441564656
Susiana,IrSasn2,500,6.949390007,6.537819095,5.602059991,6.489439991,0.518181818,0.97,0.814285714,0.975,5.0,0.846747292,1,2.233677186394135,0.6730921542748065
Susiana,IrSasn2,600,7.344392274,6.414973348,5.698970004,6.489439991,0.7,0.97,0.814285714,0.975,5.0,0.874001984,1,2.5094923519401826,0.5944359615645074
Susiana,SyCalUm,700,7.391731577,6.954242509,5.479298043,4.864308302,0.554545455,0.908333333,0.842857143,1.0,5.0,0.841906264,1,2.1186126633824256,0.5469932953279402
Susiana,IqAbbs1,800,7.489246297,6.919078092,5.84509804,6.0,0.645454545,0.908333333,0.857142857,1.0,5.0,0.8674214,1,2.545518052167251,0.7565241285353802
Susiana,IqAbbs1,900,7.017229138,6.0,5.477121255,6.0,0.645454545,0.908333333,0.857142857,1.0,5.0,0.833596468,1,2.140576591260186,0.2751750378954891
Susiana,IrBuyid,1000,6.710545334,5.954242509,5.096910013,5.72642198,0.77,0.98,0.814285714,0.9625,5.0,0.82841991,1,2.0348027820590713,-0.04327206174442835
Susiana,IrSeljq,1100,7.08278537,6.637651388,5.959413548,5.0,0.827272727,0.825,0.828571429,1.0,5.0,0.850992738,1,2.326695459133305,0.41149824532699303
Susiana,IqAbbs2,1200,6.591064607,5.875061263,6.0,5.153442194,0.888888889,0.845454545,0.828571429,1.0,5.0,0.838994965,1,2.184637713733316,0.06007633841282256
Susiana,IrIlkhn,1300,6.720159303,6.579783597,5.160658852,5.501419874,0.709090909,0.9875,0.828571429,1.0,2.934952436,0.818716171,1,1.76445653740903,0.33972256615165264
Susiana,UzTimur,1400,7.69019608,6.740362689,5.176091259,6.115641599,0.827272727,0.881818182,0.828571429,0.9875,5.0,0.872745656,1,2.4893651135888724,0.45393254998513183
Susiana,IrAkKoy,1500,6.766648855,6.255272505,4.880255212,5.092885197,0.744444444,0.85,0.828571429,0.9625,5.0,0.812769721,1,1.7813714212051737,-0.017536230655208786
Susiana,IrSafvd,1600,6.954242509,6.431363764,5.301029996,5.53002117,0.809090909,0.825,0.842857143,1.0,5.0,0.839888365,1,2.1446995098777437,0.18975179106656373
Upper Egypt,EgBadar,-4400,2.155354857,3.469650438,1.825387878,1.069412609,0.1,0.245454545,0.228571429,0.1,0.9,0.151831804,0,-4.784339648003676,-0.4803198071292186
